age,marathoner_type,vaporfly,race_time,male
36,first_timer,0,15910.185,0
22,first_timer,0,16437.029,1
25,first_timer,0,15599.884,1
36,first_timer,1,14496.672,0
39,first_timer,1,14149.588,0
42,first_timer,1,12329.413,0
30,first_timer,0,14602.358,1
35,first_timer,1,15342.96,0
43,first_timer,1,15774.758,0
33,first_timer,0,11410.41,1
37,first_timer,1,14324.022,0
37,first_timer,1,14002.26,0
30,first_timer,0,16282.171,0
33,first_timer,1,13982.897,0
46,first_timer,1,11618.597,0
27,first_timer,1,15759.657,1
36,first_timer,0,14672.597,0
44,first_timer,1,10295.712,1
38,first_timer,0,13802.726,0
34,first_timer,0,15345.618,0
28,first_timer,0,15502.245,1
29,first_timer,0,17081.777,0
37,first_timer,1,13252.359,1
29,first_timer,1,14216.775,0
35,first_timer,1,13213.299,1
29,first_timer,0,17019.537,1
41,first_timer,1,14324.834,1
32,first_timer,0,16170.818,0
27,first_timer,0,16458.209,0
34,first_timer,1,12200.991,1
37,first_timer,0,14983.963,0
36,first_timer,1,13336.277,0
31,first_timer,0,13316.824,0
31,first_timer,0,16469.408,0
40,first_timer,0,12368.468,1
34,first_timer,0,14487.239,1
30,first_timer,0,16094.049,1
34,first_timer,1,13450.887,0
29,first_timer,0,14631.563,1
22,first_timer,1,14732.651,0
21,first_timer,0,19111.584,0
36,first_timer,1,14728.12,0
27,first_timer,1,15880.998,0
42,first_timer,1,13083.603,1
38,first_timer,1,14936.044,0
39,first_timer,1,12402.955,1
36,first_timer,0,12595.842,0
39,first_timer,0,15007.795,0
35,first_timer,0,15727.848,1
49,first_timer,1,10654.485,1
41,first_timer,1,15946.109,0
28,first_timer,0,15365.06,1
42,first_timer,1,13358.674,0
49,first_timer,1,12671.04,0
25,first_timer,1,13133.89,0
29,first_timer,1,16927.998,0
29,first_timer,0,18460.098,0
33,first_timer,1,13384.13,0
38,first_timer,1,12869.304,1
43,first_timer,1,15559.761,0
29,first_timer,0,13372.922,1
42,first_timer,1,13257.506,0
36,first_timer,0,14894.359,0
40,first_timer,1,15031.073,0
37,first_timer,1,16812.283,0
28,first_timer,0,13840.879,0
37,first_timer,1,11962.166,1
19,first_timer,0,18081.176,0
32,first_timer,0,13365.812,0
29,first_timer,0,14295.245,1
41,first_timer,1,13232.211,0
26,first_timer,0,19010.543,0
34,first_timer,0,13009.704,0
45,first_timer,1,13304.928,0
25,first_timer,1,12625.888,0
21,first_timer,0,18585.258,1
37,first_timer,0,12799.274,0
26,first_timer,0,15908.636,0
36,first_timer,1,14514.014,0
33,first_timer,0,13532.146,1
27,first_timer,0,14215.865,0
32,first_timer,1,13311.656,1
34,first_timer,0,11017.725,1
30,first_timer,1,15996.646,0
41,first_timer,1,14497.985,1
43,first_timer,1,13025.968,1
33,first_timer,0,15663.02,0
29,first_timer,0,15301.169,1
31,first_timer,0,15743.88,0
48,first_timer,0,10616.896,0
24,first_timer,1,17284.336,0
41,first_timer,1,13017.387,1
30,first_timer,0,17055.361,0
32,first_timer,0,15882.038,0
29,first_timer,0,16444.773,0
39,first_timer,1,18324.527,0
41,first_timer,0,15903.84,0
31,first_timer,1,15119.594,1
40,first_timer,1,11537.617,1
35,first_timer,0,11677.76,1
37,first_timer,0,14760.165,0
37,first_timer,0,14748.852,0
30,first_timer,1,15976.428,1
29,first_timer,1,14508.152,1
26,first_timer,0,14688.344,1
34,first_timer,0,16012.657,0
25,first_timer,0,16134.38,1
43,first_timer,1,14004.877,0
45,first_timer,1,10783.123,1
33,first_timer,0,10963.322,1
28,first_timer,1,12254.531,1
33,first_timer,0,13849.166,0
33,first_timer,1,12482.195,1
24,first_timer,0,16028.756,0
32,first_timer,0,19996.984,0
37,first_timer,0,16206.544,1
30,first_timer,1,15134.203,0
38,first_timer,1,11103.546,0
34,first_timer,0,13101.3,0
23,first_timer,0,14652.412,1
35,first_timer,1,13902.457,0
30,first_timer,0,14802.412,0
19,first_timer,1,17792.645,0
36,first_timer,0,15122.407,0
47,first_timer,1,9588.0283,1
31,first_timer,0,15630.251,0
45,first_timer,1,9717.5742,1
43,first_timer,0,12443.114,0
26,first_timer,1,15067.636,1
36,first_timer,0,15305.871,0
34,first_timer,0,17158.348,1
33,first_timer,0,16172.282,0
43,first_timer,0,15117.333,0
26,first_timer,1,15002.916,0
39,first_timer,1,15769.619,0
40,first_timer,1,15677.074,0
28,first_timer,1,15622.452,1
27,first_timer,0,16707.574,1
31,first_timer,1,15973.644,0
19,first_timer,0,16564.047,0
40,first_timer,1,14526.452,0
32,first_timer,1,15150.063,1
22,first_timer,1,17848.508,0
29,first_timer,0,13381.9,0
39,first_timer,1,15952.356,0
25,first_timer,0,12681.083,1
36,first_timer,1,14347.064,0
28,first_timer,0,14778.958,0
39,first_timer,1,14003.061,1
42,first_timer,1,10737.717,1
38,first_timer,0,13502.281,1
27,first_timer,0,15831.056,1
36,first_timer,0,15414.061,0
26,first_timer,0,16691.318,0
32,first_timer,1,17883.117,0
34,first_timer,1,13945.092,1
35,first_timer,1,13966.003,0
35,first_timer,0,14566.114,0
31,first_timer,0,13608.47,1
39,first_timer,1,14482.551,0
30,first_timer,0,15378.567,0
25,first_timer,0,12548.605,1
41,first_timer,0,14008.308,1
34,first_timer,1,13589.966,1
24,first_timer,0,18908.299,0
30,first_timer,1,15123.455,0
44,first_timer,0,13220.539,1
37,first_timer,0,15006.99,0
38,first_timer,1,11377.149,0
36,first_timer,1,15384.611,0
33,first_timer,1,15539.787,0
36,first_timer,1,15126.832,0
40,first_timer,1,13506.216,1
32,first_timer,0,13845.626,0
22,first_timer,1,17683.572,0
43,first_timer,1,13590.227,0
21,first_timer,1,16159.776,1
23,first_timer,0,14267.75,1
38,first_timer,1,12881.656,0
39,first_timer,1,14686.704,0
24,first_timer,0,15531.918,1
47,first_timer,1,10671.621,1
31,first_timer,1,14053.961,0
21,first_timer,0,17781.619,1
38,first_timer,0,14855.898,0
30,first_timer,0,17709.328,0
34,first_timer,0,15888.417,0
37,first_timer,1,15909.295,0
32,first_timer,0,14272.729,0
39,first_timer,1,14287.07,1
33,first_timer,0,16514.916,0
50,first_timer,0,11634.885,0
38,first_timer,1,12256.768,0
34,first_timer,1,12182.271,1
45,first_timer,0,12957.744,0
32,first_timer,0,12919.622,1
25,first_timer,0,15727.311,1
39,first_timer,0,14816.797,0
26,first_timer,1,17226.83,0
42,first_timer,0,12187.566,1
49,first_timer,1,8503.5205,1
39,first_timer,1,11423.419,0
19,first_timer,1,16560.004,0
37,first_timer,1,10298.67,1
25,first_timer,0,15269.571,0
33,first_timer,1,16038.383,1
19,first_timer,0,13551.662,1
38,first_timer,0,15897.932,0
34,first_timer,0,16821.451,0
36,first_timer,1,10280.352,1
28,first_timer,0,16939.234,0
36,first_timer,1,12340.875,0
32,first_timer,0,15211.973,1
35,first_timer,1,12535.822,0
27,first_timer,0,16509.57,0
35,first_timer,0,16189.348,1
29,first_timer,1,12158.313,1
42,first_timer,1,12062.306,1
40,first_timer,1,14718.4,0
20,first_timer,1,15818.408,0
53,first_timer,1,11067.266,1
33,first_timer,0,17069.318,0
42,first_timer,0,13783.762,0
29,first_timer,1,18033.162,0
38,first_timer,1,11333.703,1
43,first_timer,1,11131.778,1
24,first_timer,0,17692.229,0
41,first_timer,0,11825.614,1
31,first_timer,0,12844.612,1
27,first_timer,1,12197.652,1
35,first_timer,0,12400.995,1
34,first_timer,1,13922.069,0
37,first_timer,1,14430.533,1
37,first_timer,0,15843.788,0
40,first_timer,1,16642.162,1
38,first_timer,0,12082.135,1
42,first_timer,1,14563.625,0
32,first_timer,0,16743.682,0
36,first_timer,1,15002.007,0
47,first_timer,1,13840.45,0
22,first_timer,0,18051.648,0
24,first_timer,0,19044.92,0
24,first_timer,0,14866.648,1
48,first_timer,1,13145.824,0
36,first_timer,1,14109.331,0
52,first_timer,0,12515.297,1
36,first_timer,0,16235.493,0
27,first_timer,0,12659.863,1
30,first_timer,1,13249.593,1
27,first_timer,0,17318.945,0
45,first_timer,0,13524.915,0
32,first_timer,1,13360.736,0
34,first_timer,0,12664.823,1
36,first_timer,0,13141.483,1
33,first_timer,1,14553.148,0
40,first_timer,1,14490.221,0
38,first_timer,0,15509.006,0
34,first_timer,1,14163.929,0
36,first_timer,1,14456.155,0
35,first_timer,0,15241.775,0
35,first_timer,1,16103.26,0
30,first_timer,0,17288.094,0
32,first_timer,0,12709.364,0
34,first_timer,0,12726.206,1
37,first_timer,0,17103.033,0
28,first_timer,0,15542.26,1
42,first_timer,1,12890.896,0
43,first_timer,0,13239.024,1
33,first_timer,0,16943.777,0
28,first_timer,0,13962.836,1
24,first_timer,0,12213.961,1
35,first_timer,0,16558.291,0
40,first_timer,1,14200.577,0
30,first_timer,0,14250.633,1
24,first_timer,1,19402.863,0
30,first_timer,0,17274.131,0
32,first_timer,1,13972.104,1
39,first_timer,1,12207.699,1
35,first_timer,0,16131.103,0
31,first_timer,0,13441.363,0
27,first_timer,0,14129.149,1
31,first_timer,1,14836.155,0
35,first_timer,1,14079.11,0
34,first_timer,0,16340.391,0
38,first_timer,1,13669.17,0
26,first_timer,0,17235.275,1
27,first_timer,1,16007.563,0
40,first_timer,0,12392.9,1
35,first_timer,1,11657.412,1
28,first_timer,1,12714.823,1
44,first_timer,0,13896.076,1
30,first_timer,0,11597.592,1
34,first_timer,1,13234.354,1
30,first_timer,1,17512.307,0
40,first_timer,0,13731.569,0
33,first_timer,1,18114.781,0
30,first_timer,0,17324.785,0
35,first_timer,0,15946.59,0
33,first_timer,1,15489.88,0
38,first_timer,0,16082.555,0
30,first_timer,1,15300.706,0
31,first_timer,1,12254.598,1
35,first_timer,1,13559.481,0
33,first_timer,1,15279.277,1
35,first_timer,1,11991.487,1
45,first_timer,1,15852.854,0
21,first_timer,0,16981.291,1
38,first_timer,1,14243.631,1
34,first_timer,0,13368.148,1
40,first_timer,1,12998.143,0
46,first_timer,0,14444.333,0
49,first_timer,0,10945.085,0
38,first_timer,0,14721.036,0
32,first_timer,0,14212.751,1
39,first_timer,1,12079.573,1
27,first_timer,1,17741.264,0
38,first_timer,1,13789.694,1
26,first_timer,1,16710.969,0
36,first_timer,0,15426.326,0
22,first_timer,0,15334.104,1
41,first_timer,0,14827.382,0
32,first_timer,0,15065.532,1
39,first_timer,1,11234.267,1
34,first_timer,0,13058.881,0
31,first_timer,0,16081.626,0
40,first_timer,1,13805.671,0
29,first_timer,0,16154.863,0
44,first_timer,1,13705.459,1
30,first_timer,1,14035.133,0
49,first_timer,1,14880.206,0
39,first_timer,0,15280.188,0
29,first_timer,1,16716.063,0
42,first_timer,1,13381.813,1
40,first_timer,1,11681.876,1
28,first_timer,1,15676.873,1
42,first_timer,0,13622.254,1
39,first_timer,1,10661.489,0
40,first_timer,1,12723.664,0
49,first_timer,1,10712.485,1
21,first_timer,0,16549.357,0
35,first_timer,0,14907.124,1
34,first_timer,0,15093.561,0
38,first_timer,1,14688.534,0
25,first_timer,0,14455.78,1
26,first_timer,0,18045.115,0
37,first_timer,0,13967.76,1
32,first_timer,0,15571.403,0
43,first_timer,1,12291.897,0
44,first_timer,1,14527.12,0
27,first_timer,1,12303.494,1
32,first_timer,1,12137.148,0
36,first_timer,1,16793.656,0
39,first_timer,1,15302.156,0
31,first_timer,1,15514.688,0
30,first_timer,0,12773.402,1
34,first_timer,0,12705.048,0
31,first_timer,1,12158.805,1
42,first_timer,1,16437.809,0
29,first_timer,0,14275.63,1
34,first_timer,1,13883.099,0
34,first_timer,1,15521.874,0
30,first_timer,1,15023.915,1
37,first_timer,1,10234.39,1
39,first_timer,1,12438.602,0
33,first_timer,1,15734.688,0
22,first_timer,1,16676.65,0
42,first_timer,1,12217.392,0
29,first_timer,0,15032.563,0
27,first_timer,1,13767.636,1
24,first_timer,0,17307.006,0
31,first_timer,0,15953.101,0
36,first_timer,1,12824.591,1
35,first_timer,1,12621.102,0
23,first_timer,0,14985.263,1
46,first_timer,1,12825.982,0
34,first_timer,0,13394.075,1
40,first_timer,0,15276.812,0
29,first_timer,1,16360.007,1
40,first_timer,1,14866.148,0
25,first_timer,0,16445.883,0
26,first_timer,0,16355.063,0
38,first_timer,1,15595.471,0
38,first_timer,1,14265.666,0
33,first_timer,0,15788.405,0
45,first_timer,1,14194.72,0
43,first_timer,1,11898.054,1
28,first_timer,0,17171.004,0
27,first_timer,1,14324.97,1
39,first_timer,0,13943.77,1
33,first_timer,1,16705.152,0
41,first_timer,1,11809.743,1
35,first_timer,1,14831.444,0
40,first_timer,0,14376.714,1
23,first_timer,1,15172.153,1
29,first_timer,0,15017.298,1
30,first_timer,0,16131.034,1
20,first_timer,1,18374.926,0
40,first_timer,1,13452.586,0
23,first_timer,0,14824.786,1
23,first_timer,1,15236.99,0
37,first_timer,1,14634.076,0
35,first_timer,0,16781.59,0
33,first_timer,0,14056.802,1
38,first_timer,1,13484.256,1
29,first_timer,1,13862.503,0
50,first_timer,0,11453.103,0
24,first_timer,0,14978.137,0
20,first_timer,1,13371.594,1
47,first_timer,1,13824.511,0
46,first_timer,0,13438.006,1
41,first_timer,0,15285.242,0
33,first_timer,0,13347.138,1
38,first_timer,0,13966.102,1
28,first_timer,0,16143.745,0
32,first_timer,1,15531.489,0
34,first_timer,1,14713.944,1
31,first_timer,1,16391.641,0
32,first_timer,1,15162.83,1
32,first_timer,0,16011.899,0
30,first_timer,0,16144.378,0
31,first_timer,0,15030.789,1
34,first_timer,0,13659.889,1
47,first_timer,1,10973.435,0
30,first_timer,0,14565.877,0
35,first_timer,1,14501.912,1
47,first_timer,1,11237.184,0
27,first_timer,1,16917.838,0
36,first_timer,0,16664.865,0
37,first_timer,0,14480.477,1
39,first_timer,1,12498.361,0
32,first_timer,0,12284.816,1
38,first_timer,0,14348.735,1
36,first_timer,1,12672.987,1
36,first_timer,0,14766.627,1
26,first_timer,0,13919.225,1
39,first_timer,0,15144.957,0
39,first_timer,1,13601.053,1
34,first_timer,0,15101.658,0
35,first_timer,1,13322.258,1
45,first_timer,1,14023.927,0
22,first_timer,1,18665.773,0
41,first_timer,0,17827.92,0
23,first_timer,0,14015.713,1
30,first_timer,1,15131.164,0
27,first_timer,1,13397.808,1
26,first_timer,0,18043.211,0
37,first_timer,0,16486.697,0
41,first_timer,0,12987.968,1
38,first_timer,1,14460.598,0
37,first_timer,1,12709.282,1
23,first_timer,0,14079.049,1
28,first_timer,0,14961.624,1
26,first_timer,0,13663.679,0
48,first_timer,1,12259.218,0
25,first_timer,1,16364.826,0
44,first_timer,1,14144.821,0
31,first_timer,1,12182.796,1
32,first_timer,0,15901.872,0
31,first_timer,1,15141.021,0
39,first_timer,1,14716.094,0
35,first_timer,0,17052.34,0
25,first_timer,1,12763.716,1
43,first_timer,0,12206.445,1
28,first_timer,1,13578.703,0
40,first_timer,0,12909.424,1
43,first_timer,1,11850.262,0
27,first_timer,0,16938.674,0
39,first_timer,1,12544.352,1
43,first_timer,1,12433.429,0
35,first_timer,0,14899.329,1
34,first_timer,0,15190.103,0
31,first_timer,1,15782.479,0
38,first_timer,1,12495.16,0
30,first_timer,0,11759.699,1
28,first_timer,0,15693.581,1
32,first_timer,0,14467.884,1
33,first_timer,0,14728.451,1
32,first_timer,1,14086.76,1
32,first_timer,0,14809.703,1
27,first_timer,0,16554.332,1
38,first_timer,1,13841.724,0
30,first_timer,0,17219.275,0
36,first_timer,0,14419.244,0
45,first_timer,1,12112.761,1
34,first_timer,0,12923.026,1
41,first_timer,1,9905.2324,1
28,first_timer,0,17658.129,0
32,first_timer,1,13790.942,0
36,first_timer,0,14040.676,0
30,first_timer,0,15130.011,0
40,first_timer,1,15889.611,0
36,first_timer,0,16656.971,0
18,first_timer,1,17583.881,0
43,first_timer,1,10719.129,1
31,first_timer,1,15296.112,1
36,first_timer,0,14697.598,0
38,first_timer,1,12590.034,1
33,first_timer,0,18190.705,0
29,first_timer,0,12842.64,0
29,first_timer,0,13667.208,1
38,first_timer,1,15166.697,0
38,first_timer,1,13545.016,0
34,first_timer,0,13683.116,0
46,first_timer,1,12622.904,0
36,first_timer,1,16276.672,0
33,first_timer,0,14509.995,1
29,first_timer,0,16396.643,0
45,first_timer,1,14656.905,0
35,first_timer,0,16557.43,0
25,first_timer,0,16308.752,0
35,first_timer,1,15218.626,0
40,first_timer,0,13202,1
28,first_timer,0,15125.109,1
36,first_timer,1,15324.849,0
37,first_timer,0,17225.672,1
34,first_timer,1,16051.362,0
37,first_timer,1,15195.996,1
35,first_timer,1,15381.73,0
41,first_timer,0,11537.355,1
34,first_timer,0,13701.304,0
36,first_timer,1,13784.715,0
23,first_timer,0,17202.91,1
38,first_timer,1,14050.694,0
40,first_timer,1,14380.449,0
34,first_timer,0,15474.9,0
43,first_timer,1,11253.229,0
41,first_timer,0,15561.055,0
49,first_timer,0,12945.41,1
36,first_timer,0,16072.106,0
28,first_timer,1,13320.746,1
30,first_timer,1,16537.002,0
21,first_timer,1,15948.177,1
31,first_timer,0,11580.293,1
37,first_timer,0,14354.697,1
39,first_timer,1,14628.169,0
35,first_timer,0,15742.675,1
50,first_timer,1,10809.54,1
44,first_timer,1,14130.769,0
38,first_timer,0,15194.822,0
41,first_timer,0,12110.205,1
35,first_timer,1,11879.931,1
36,first_timer,0,18011.789,0
25,first_timer,0,14440.22,1
34,first_timer,0,13369.447,1
25,first_timer,0,16954.4,0
48,first_timer,1,12680.375,0
30,first_timer,0,14961.453,0
19,first_timer,0,13523.604,1
42,first_timer,0,13160.64,0
26,first_timer,1,13339.91,1
40,first_timer,0,12848.771,1
44,first_timer,1,10309.367,0
36,first_timer,1,14052.769,0
19,first_timer,0,13939.88,1
28,first_timer,0,15516.979,0
41,first_timer,1,13346.581,1
37,first_timer,0,12795.803,1
29,first_timer,1,15703.39,0
28,first_timer,1,12824.303,1
34,first_timer,1,14438.277,0
50,first_timer,1,11468.477,0
35,first_timer,0,13214.65,1
30,first_timer,1,14341.977,0
25,first_timer,0,15538.991,0
27,first_timer,0,16790.275,1
33,first_timer,0,13351.313,1
35,first_timer,0,13749.039,1
25,first_timer,0,16585.336,1
42,first_timer,1,13883.107,0
32,first_timer,0,14743.884,0
32,first_timer,1,15341.846,1
33,first_timer,0,14673.515,1
24,first_timer,1,12524.491,0
33,first_timer,0,17698.434,0
46,first_timer,0,13830.285,0
31,first_timer,1,14458.62,0
44,first_timer,1,11866.952,1
36,first_timer,0,13907.044,1
27,first_timer,0,13392.556,1
35,first_timer,0,15877.667,0
36,first_timer,0,10395.842,1
25,first_timer,0,13550.188,1
33,first_timer,0,13319.703,0
41,first_timer,0,14654.809,0
34,first_timer,0,13007.192,0
41,first_timer,1,14170.546,0
28,first_timer,1,10919.781,1
27,first_timer,0,13815.09,1
38,first_timer,1,12701.986,0
25,first_timer,0,17536.193,0
47,first_timer,0,9387.5693,1
37,first_timer,0,13456.085,1
32,first_timer,1,11069.701,1
32,first_timer,0,16185.563,0
29,first_timer,0,17340.275,0
32,first_timer,0,14649.494,1
26,first_timer,1,15060.26,0
25,first_timer,0,15252.505,0
39,first_timer,1,12712.684,1
34,first_timer,1,13808.812,1
43,first_timer,1,14005.099,0
35,first_timer,0,16761.943,0
31,first_timer,0,13585.672,1
25,first_timer,1,14900.16,0
33,first_timer,1,16715.771,0
41,first_timer,1,16128.685,0
39,first_timer,0,13453.749,1
22,first_timer,0,12495.784,1
32,first_timer,0,16166.539,0
50,first_timer,1,12779.725,0
28,first_timer,1,15847.063,0
27,first_timer,1,15030.346,0
37,first_timer,0,12811.896,1
39,first_timer,1,13668.412,0
38,first_timer,0,15364.879,1
37,first_timer,0,13706.203,1
27,first_timer,1,16111.143,0
27,first_timer,0,17844.289,0
37,first_timer,1,11821.062,1
37,first_timer,0,16797.195,0
24,first_timer,0,17337.17,0
27,first_timer,1,14323.355,0
35,first_timer,0,14246.325,1
44,first_timer,1,14457.976,0
28,first_timer,1,15388.368,1
27,first_timer,1,17029.859,0
31,first_timer,1,12366.268,1
44,first_timer,1,13744.352,1
27,first_timer,1,12004.394,1
39,first_timer,1,13805.519,0
44,first_timer,1,10581.46,1
35,first_timer,0,15109.678,1
45,first_timer,1,12442.505,0
32,first_timer,0,12768.704,1
33,first_timer,0,13333.156,1
43,first_timer,1,12202.262,0
39,first_timer,1,14632.595,0
39,first_timer,0,14377.359,0
29,first_timer,1,17055.684,0
31,first_timer,1,14001.193,0
38,first_timer,0,15036.144,0
44,first_timer,1,10394.677,1
30,first_timer,0,13048.084,1
31,first_timer,0,14786.695,1
33,first_timer,1,13715.374,0
41,first_timer,1,12109.372,1
27,first_timer,1,13730.291,1
33,first_timer,0,17296.133,0
36,first_timer,0,15138.378,1
40,first_timer,0,14426.181,0
36,first_timer,1,14271.424,0
41,first_timer,1,18402.111,0
31,first_timer,1,18122.893,0
31,first_timer,0,16481.416,0
26,first_timer,0,18508.764,0
29,first_timer,0,16963.705,0
40,first_timer,0,14053.335,1
48,first_timer,1,14987.869,0
31,first_timer,0,16175.313,0
32,first_timer,1,14910.452,0
30,first_timer,0,15035.691,0
19,first_timer,0,18781.186,0
27,first_timer,1,17294.395,0
32,first_timer,0,14882.783,1
26,first_timer,0,17097.078,0
45,first_timer,1,13700.271,0
29,first_timer,0,15352.216,1
24,first_timer,1,16063.535,0
37,first_timer,1,13525.967,0
36,first_timer,1,15683.563,0
37,first_timer,0,14279.777,0
29,first_timer,0,15881.676,0
30,first_timer,0,16066.639,0
26,first_timer,0,16022.681,0
28,first_timer,0,16325.927,1
30,first_timer,0,14088.31,1
26,first_timer,0,15744.851,0
27,first_timer,1,18195.104,1
38,first_timer,1,13339.954,1
32,first_timer,0,17885.135,0
40,first_timer,1,14189.324,0
28,first_timer,1,16154.868,0
25,first_timer,1,14849.41,1
36,first_timer,0,11645.121,1
42,first_timer,0,16042.511,0
37,first_timer,0,16506.072,0
33,first_timer,0,12674.22,1
35,first_timer,1,15874.937,0
31,first_timer,0,18086.979,0
28,first_timer,0,12640.718,1
20,first_timer,0,16213.6,0
33,first_timer,0,13992.077,0
32,first_timer,1,16797.184,0
25,first_timer,1,12008.018,1
30,first_timer,1,12841.479,1
35,first_timer,1,13205.661,1
38,first_timer,1,12261.837,1
50,first_timer,1,15293.459,1
34,first_timer,0,15246.446,0
26,first_timer,0,14443.043,1
48,first_timer,0,15496.154,0
34,first_timer,0,14464.468,1
33,first_timer,1,16069.526,0
30,first_timer,0,11477.824,1
36,first_timer,1,14145.648,1
25,first_timer,1,15006.088,0
29,first_timer,0,11936.971,1
34,first_timer,0,13912.427,1
38,first_timer,0,11958.346,1
54,first_timer,1,9268.7412,1
25,first_timer,0,16989.955,0
38,first_timer,1,14165.34,0
28,first_timer,0,12384.07,1
29,first_timer,1,16844.201,0
28,first_timer,0,15130.104,1
28,first_timer,0,13812.033,1
40,first_timer,1,13160.947,1
35,first_timer,1,15589.195,0
44,first_timer,0,13623.16,0
35,first_timer,0,13741.681,1
39,first_timer,1,10607.381,1
52,first_timer,1,12038.603,0
41,first_timer,0,14612.523,1
42,first_timer,1,12786.305,1
21,first_timer,0,15267.851,1
31,first_timer,0,15075.204,1
44,first_timer,0,13192.746,1
35,first_timer,0,17028.869,0
44,first_timer,1,11126.67,0
27,first_timer,0,17368.348,0
51,first_timer,1,14484.43,0
32,first_timer,0,17808.363,0
30,first_timer,1,15768.136,0
29,first_timer,1,13833.155,0
34,first_timer,0,14611.425,0
32,first_timer,0,17256.287,0
38,first_timer,0,16458.057,0
31,first_timer,1,14377.98,0
27,first_timer,0,14468.765,1
26,first_timer,1,14190.791,1
35,first_timer,0,16229.051,0
43,first_timer,1,10151.646,1
31,first_timer,0,14923.445,1
35,first_timer,0,16313.326,0
37,first_timer,1,14879.791,0
33,first_timer,1,14793.671,0
27,first_timer,1,15324.577,0
30,first_timer,0,13489.373,0
41,first_timer,1,15053.97,0
44,first_timer,1,14221.634,0
40,first_timer,1,17057.496,0
32,first_timer,0,16917.121,0
29,first_timer,1,11440.643,1
33,first_timer,0,13700.554,1
34,first_timer,0,15812.943,0
36,first_timer,1,10988.363,1
44,first_timer,1,15085.89,0
42,first_timer,0,13998.761,0
32,first_timer,1,13056.697,0
32,first_timer,0,13220.51,0
34,first_timer,0,14718.116,1
25,first_timer,0,15057.862,1
38,first_timer,1,9817.877,1
26,first_timer,0,12667.313,1
42,first_timer,0,14245.256,0
35,first_timer,0,14658.181,1
42,first_timer,0,14031.177,0
40,first_timer,0,14661.435,0
39,first_timer,0,14028.2,0
34,first_timer,1,14967.827,0
32,first_timer,1,12176.523,1
36,first_timer,0,13353.119,1
41,first_timer,1,12934.309,0
31,first_timer,0,12048.704,1
26,first_timer,0,15580.86,1
51,first_timer,0,10137.848,1
32,first_timer,1,14999.813,0
38,first_timer,1,15945.574,0
37,first_timer,0,14231.381,0
38,first_timer,1,12288.016,1
45,first_timer,1,13095.138,0
24,first_timer,0,14231.416,1
18,first_timer,0,17002.904,0
37,first_timer,0,11882.179,1
21,first_timer,0,16405.961,1
46,first_timer,0,11982.116,1
31,first_timer,0,15202.3,1
35,first_timer,0,13797.929,1
39,first_timer,1,15657.973,0
40,first_timer,1,13964.06,0
38,first_timer,1,15288.174,0
36,first_timer,0,14245.59,1
19,first_timer,0,14849.708,0
36,first_timer,1,13144.857,0
32,first_timer,1,17109.207,0
35,first_timer,1,15248.901,0
42,first_timer,0,17590.652,0
30,first_timer,1,10758.953,1
38,first_timer,1,16397.17,0
20,first_timer,0,15682.49,1
35,first_timer,1,15230.915,1
31,first_timer,0,16785.316,0
52,first_timer,1,11539.11,1
30,first_timer,1,14273.78,1
32,first_timer,0,17625.973,0
33,first_timer,1,13484.436,0
39,first_timer,1,12765.908,1
38,first_timer,1,11219.785,0
37,first_timer,1,12962.604,1
38,first_timer,0,16127.115,0
42,first_timer,1,13259.946,0
33,first_timer,1,15165.337,1
29,first_timer,0,15121.194,0
27,first_timer,0,13845.436,1
33,first_timer,0,20010.813,0
37,first_timer,0,14693.665,1
42,first_timer,1,13740.412,0
32,first_timer,0,11150.038,1
41,first_timer,0,12863.35,1
35,first_timer,0,15842.919,0
36,first_timer,1,15841.715,0
32,first_timer,0,17743.291,0
37,first_timer,1,16752.367,0
45,first_timer,1,10584.341,0
40,first_timer,0,17595.213,0
38,first_timer,1,14271.109,1
42,first_timer,0,13496.589,1
32,first_timer,0,15301.979,1
37,first_timer,0,15643.381,0
31,first_timer,0,16781.764,1
42,first_timer,0,11824.75,1
32,first_timer,0,14225.682,1
26,first_timer,0,19772.135,0
36,first_timer,0,16292.412,0
27,first_timer,0,15561.209,0
34,first_timer,1,13600.245,0
28,first_timer,0,18336.91,0
43,first_timer,1,13166.133,1
46,first_timer,1,16136.178,0
20,first_timer,0,14126.728,1
24,first_timer,0,17280.625,0
40,first_timer,0,13690.469,0
27,first_timer,0,15051.225,0
39,first_timer,0,14975.34,1
32,first_timer,1,15574.238,0
44,first_timer,1,14155.316,0
43,first_timer,1,16328.098,0
30,first_timer,0,17837.779,0
38,first_timer,1,11212.028,1
35,first_timer,1,15364.957,0
43,first_timer,1,12400.563,1
35,first_timer,1,12781.344,0
41,first_timer,0,14087.251,0
41,first_timer,1,11381.511,1
36,first_timer,1,15311.272,0
21,first_timer,0,16574.365,0
38,first_timer,1,15044.965,0
32,first_timer,1,13644,0
30,first_timer,1,14429.194,1
38,first_timer,1,11697.626,1
33,first_timer,1,16367.209,0
39,first_timer,1,11604.158,1
43,first_timer,0,11364.32,1
19,first_timer,0,15874.371,1
39,first_timer,0,12252.181,0
38,first_timer,1,15296.026,0
24,first_timer,0,16749.805,1
48,first_timer,0,14353.184,0
28,first_timer,0,15778.092,1
37,first_timer,1,14171.747,0
28,first_timer,1,13672.282,1
36,first_timer,1,12871.379,0
26,first_timer,1,12960.293,0
